Loading vocab...
token_vocab: 4521, post_vocab: 160, pos_vocab: 46, dep_vocab: 42, pol_vocab: 3
cuda memory allocated: 7069696
n_trainable_params: 395673, n_nontrainable_params: 1356300
training arguments:
>>> model_name: gnn-transformer
>>> dataset: restaurant
>>> optimizer: <class 'torch.optim.adam.Adam'>
>>> initializer: <function xavier_uniform_ at 0x7f9352ac0d30>
>>> learning_rate: 0.001
>>> num_epoch: 50
>>> batch_size: 16
>>> log_step: 5
>>> embed_dim: 300
>>> post_dim: 60
>>> pos_dim: 30
>>> deprel_dim: 30
>>> hidden_dim: 60
>>> num_layers: 8
>>> polarities_dim: 3
>>> input_dropout: 0.7
>>> lower: True
>>> directed: False
>>> add_self_loop: True
>>> bidirect: True
>>> rnn_hidden: 60
>>> rnn_layers: 1
>>> rnn_dropout: 0.1
>>> max_length: 85
>>> device: cuda:0
>>> seed: 1000
>>> weight_decay: 0.0001
>>> vocab_dir: ./dataset/Restaurants_corenlp
>>> pad_id: 0
>>> graph_conv_type: gin
>>> graph_conv_attention_heads: 4
>>> graph_conv_attn_dropout: 0.0
>>> ffn_dropout: 0.4
>>> attention_heads: 4
>>> attn_dropout: 0.2
>>> norm: ln
>>> max_position: 9
>>> finetune_weight_decay: 0.01
>>> scheduler: linear
>>> warmup: 2
>>> cuda: 0
>>> pretrained_bert_name: bert-base-uncased
>>> adam_epsilon: 1e-08
>>> bert_dim: 768
>>> bert_dropout: 0.3
>>> bert_lr: 2e-05
>>> model_class: <class 'models.gnn_transformer.GNN_Transformer'>
>>> dataset_file: {'train': './dataset/Restaurants_corenlp/train.json', 'test': './dataset/Restaurants_corenlp/test.json'}
>>> inputs_cols: ['text', 'aspect', 'pos', 'head', 'deprel', 'post', 'mask', 'length', 'adj']
>>> post_size: 160
>>> pos_size: 46
>>> deprel_size: 42
>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>
epoch: 0
>> saved: ./state_dict/gnn-transformer_restaurant_acc_0.6452_f1_0.2616
loss: 1.2840, acc: 0.6250, test_acc: 0.6452, f1: 0.2616
loss: 0.6884, acc: 0.6458, test_acc: 0.7221, f1: 0.5996
loss: 0.9530, acc: 0.6439, test_acc: 0.6979, f1: 0.5893
loss: 0.7576, acc: 0.6435, test_acc: 0.6926, f1: 0.5830
loss: 1.2153, acc: 0.6403, test_acc: 0.7113, f1: 0.5907
>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>
epoch: 28
loss: 1.1127, acc: 0.5000, test_acc: 0.7391, f1: 0.6040
loss: 0.9599, acc: 0.5938, test_acc: 0.7453, f1: 0.6071
loss: 0.6770, acc: 0.6875, test_acc: 0.7435, f1: 0.6068
loss: 0.9849, acc: 0.6406, test_acc: 0.7426, f1: 0.6095
loss: 0.7877, acc: 0.6625, test_acc: 0.7489, f1: 0.6125
loss: 0.8700, acc: 0.6562, test_acc: 0.7453, f1: 0.5979
loss: 0.9015, acc: 0.6607, test_acc: 0.7382, f1: 0.5822
loss: 0.7101, acc: 0.6797, test_acc: 0.7113, f1: 0.5661
loss: 0.9139, acc: 0.6736, test_acc: 0.7176, f1: 0.5722
loss: 0.6997, acc: 0.6750, test_acc: 0.7417, f1: 0.6020
loss: 0.9273, acc: 0.6648, test_acc: 0.7542, f1: 0.6180
loss: 0.9957, acc: 0.6667, test_acc: 0.7471, f1: 0.6103
loss: 0.9759, acc: 0.6538, test_acc: 0.7382, f1: 0.6094
loss: 0.8777, acc: 0.6518, test_acc: 0.7301, f1: 0.6061
loss: 0.8056, acc: 0.6417, test_acc: 0.7194, f1: 0.6013
loss: 0.8922, acc: 0.6445, test_acc: 0.7078, f1: 0.5955
loss: 0.7401, acc: 0.6471, test_acc: 0.7149, f1: 0.6021
loss: 0.9260, acc: 0.6458, test_acc: 0.7149, f1: 0.6021
loss: 0.5188, acc: 0.6513, test_acc: 0.6953, f1: 0.5901
loss: 0.9167, acc: 0.6562, test_acc: 0.7051, f1: 0.5961
loss: 0.8434, acc: 0.6548, test_acc: 0.7346, f1: 0.6020
loss: 1.2629, acc: 0.6364, test_acc: 0.7417, f1: 0.6046
loss: 1.0317, acc: 0.6359, test_acc: 0.7194, f1: 0.6019
loss: 0.9570, acc: 0.6276, test_acc: 0.6828, f1: 0.5808
loss: 0.6121, acc: 0.6350, test_acc: 0.6971, f1: 0.5831
loss: 0.7234, acc: 0.6370, test_acc: 0.7292, f1: 0.5979
loss: 0.9869, acc: 0.6412, test_acc: 0.7391, f1: 0.6026
loss: 1.0220, acc: 0.6406, test_acc: 0.7265, f1: 0.5948
loss: 0.8725, acc: 0.6444, test_acc: 0.6863, f1: 0.5773
loss: 1.0328, acc: 0.6438, test_acc: 0.6997, f1: 0.5815
loss: 0.7600, acc: 0.6452, test_acc: 0.7015, f1: 0.5841
loss: 0.7947, acc: 0.6445, test_acc: 0.6890, f1: 0.5772
loss: 0.6331, acc: 0.6515, test_acc: 0.6962, f1: 0.5813
loss: 0.8862, acc: 0.6544, test_acc: 0.7069, f1: 0.5946
loss: 1.0479, acc: 0.6518, test_acc: 0.6979, f1: 0.5920
loss: 1.3694, acc: 0.6458, test_acc: 0.6917, f1: 0.5887
loss: 0.7281, acc: 0.6503, test_acc: 0.6890, f1: 0.5910
loss: 0.9438, acc: 0.6431, test_acc: 0.6881, f1: 0.5891
loss: 0.8053, acc: 0.6426, test_acc: 0.6962, f1: 0.5877
loss: 0.7386, acc: 0.6422, test_acc: 0.7212, f1: 0.6018
loss: 0.6854, acc: 0.6463, test_acc: 0.7158, f1: 0.5973
loss: 0.6111, acc: 0.6518, test_acc: 0.7248, f1: 0.5992
loss: 0.9915, acc: 0.6483, test_acc: 0.7355, f1: 0.6044
loss: 0.8562, acc: 0.6477, test_acc: 0.7498, f1: 0.6063
loss: 0.9645, acc: 0.6458, test_acc: 0.7408, f1: 0.5964
>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>
epoch: 29
loss: 0.9461, acc: 0.5625, test_acc: 0.6935, f1: 0.5696
loss: 0.9390, acc: 0.5625, test_acc: 0.6792, f1: 0.5679
loss: 0.9391, acc: 0.5208, test_acc: 0.7176, f1: 0.5946
loss: 0.6916, acc: 0.5625, test_acc: 0.7435, f1: 0.6104
loss: 1.1359, acc: 0.5500, test_acc: 0.7551, f1: 0.6167
loss: 0.8324, acc: 0.5833, test_acc: 0.7489, f1: 0.6125
loss: 0.8491, acc: 0.5714, test_acc: 0.7355, f1: 0.6031
loss: 1.1208, acc: 0.5703, test_acc: 0.7426, f1: 0.6073
loss: 0.5745, acc: 0.5833, test_acc: 0.7462, f1: 0.6065
loss: 0.7314, acc: 0.6062, test_acc: 0.7507, f1: 0.6078
loss: 0.9914, acc: 0.5852, test_acc: 0.7462, f1: 0.6096
loss: 1.0221, acc: 0.5833, test_acc: 0.7435, f1: 0.6117
loss: 0.9632, acc: 0.5817, test_acc: 0.7248, f1: 0.6062
loss: 0.9292, acc: 0.5848, test_acc: 0.7149, f1: 0.6024
loss: 0.9559, acc: 0.5875, test_acc: 0.7310, f1: 0.6117
loss: 0.8929, acc: 0.5977, test_acc: 0.7471, f1: 0.6215
loss: 0.9666, acc: 0.5993, test_acc: 0.7399, f1: 0.6182
loss: 0.9668, acc: 0.5972, test_acc: 0.7078, f1: 0.5963
loss: 1.1005, acc: 0.5954, test_acc: 0.7149, f1: 0.6049
loss: 0.7466, acc: 0.5938, test_acc: 0.7122, f1: 0.6039
loss: 0.9328, acc: 0.5923, test_acc: 0.7248, f1: 0.6032
loss: 0.7022, acc: 0.5966, test_acc: 0.7426, f1: 0.6149
>> saved: ./state_dict/gnn-transformer_restaurant_acc_0.7560_f1_0.6143
loss: 1.0068, acc: 0.5978, test_acc: 0.7560, f1: 0.6143
>> saved: ./state_dict/gnn-transformer_restaurant_acc_0.7578_f1_0.6173
loss: 0.9662, acc: 0.6016, test_acc: 0.7578, f1: 0.6173
loss: 1.1454, acc: 0.5925, test_acc: 0.7551, f1: 0.6144
loss: 0.6139, acc: 0.5986, test_acc: 0.7551, f1: 0.6191
loss: 0.9665, acc: 0.5995, test_acc: 0.7373, f1: 0.6066
loss: 0.7582, acc: 0.6027, test_acc: 0.7131, f1: 0.6028
loss: 0.8777, acc: 0.6034, test_acc: 0.7087, f1: 0.6087
loss: 0.9453, acc: 0.6062, test_acc: 0.7051, f1: 0.6069
loss: 0.5853, acc: 0.6129, test_acc: 0.7230, f1: 0.6166
loss: 1.0843, acc: 0.6133, test_acc: 0.7444, f1: 0.6249
loss: 0.9731, acc: 0.6080, test_acc: 0.7364, f1: 0.6219
loss: 0.7277, acc: 0.6121, test_acc: 0.7239, f1: 0.6061
loss: 0.7630, acc: 0.6196, test_acc: 0.7239, f1: 0.5915
loss: 0.8244, acc: 0.6250, test_acc: 0.7310, f1: 0.5859
loss: 1.1522, acc: 0.6216, test_acc: 0.7399, f1: 0.5947
loss: 0.7095, acc: 0.6250, test_acc: 0.7426, f1: 0.6035
loss: 0.7504, acc: 0.6266, test_acc: 0.7435, f1: 0.6059
loss: 1.0308, acc: 0.6266, test_acc: 0.7471, f1: 0.6078
loss: 0.8349, acc: 0.6250, test_acc: 0.7373, f1: 0.6068
loss: 0.8835, acc: 0.6250, test_acc: 0.7525, f1: 0.6230
>> saved: ./state_dict/gnn-transformer_restaurant_acc_0.7685_f1_0.6317
loss: 0.8577, acc: 0.6294, test_acc: 0.7685, f1: 0.6317
loss: 0.7439, acc: 0.6321, test_acc: 0.7578, f1: 0.6191
loss: 0.6291, acc: 0.6375, test_acc: 0.7471, f1: 0.6073
loss: 0.6275, acc: 0.6387, test_acc: 0.7346, f1: 0.5943
>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>
epoch: 30
loss: 0.9699, acc: 0.5000, test_acc: 0.7346, f1: 0.5846
loss: 0.6989, acc: 0.6250, test_acc: 0.7382, f1: 0.5906
loss: 0.5663, acc: 0.7292, test_acc: 0.7480, f1: 0.5874
loss: 1.0223, acc: 0.7031, test_acc: 0.7426, f1: 0.5833
loss: 1.2493, acc: 0.6500, test_acc: 0.7364, f1: 0.5876
loss: 1.1223, acc: 0.6042, test_acc: 0.7221, f1: 0.5976
loss: 0.8658, acc: 0.6071, test_acc: 0.7328, f1: 0.6151
loss: 0.6221, acc: 0.6250, test_acc: 0.7489, f1: 0.6287
loss: 0.7283, acc: 0.6319, test_acc: 0.7560, f1: 0.6321
loss: 0.7313, acc: 0.6250, test_acc: 0.7596, f1: 0.6217
loss: 0.3662, acc: 0.6477, test_acc: 0.7569, f1: 0.6066
loss: 0.9843, acc: 0.6458, test_acc: 0.7605, f1: 0.6028
loss: 0.9006, acc: 0.6490, test_acc: 0.7542, f1: 0.5952
loss: 0.9229, acc: 0.6473, test_acc: 0.7516, f1: 0.5937
loss: 0.6343, acc: 0.6500, test_acc: 0.7632, f1: 0.6092
loss: 0.6580, acc: 0.6562, test_acc: 0.7685, f1: 0.6296
loss: 0.9609, acc: 0.6544, test_acc: 0.7614, f1: 0.6300
loss: 0.8088, acc: 0.6493, test_acc: 0.7408, f1: 0.6078
loss: 0.4611, acc: 0.6612, test_acc: 0.7560, f1: 0.6186
loss: 0.7337, acc: 0.6594, test_acc: 0.7525, f1: 0.6077
loss: 1.0642, acc: 0.6458, test_acc: 0.7560, f1: 0.6016
loss: 0.7662, acc: 0.6506, test_acc: 0.7525, f1: 0.6114
loss: 0.8840, acc: 0.6522, test_acc: 0.7408, f1: 0.6151
loss: 0.7511, acc: 0.6510, test_acc: 0.7462, f1: 0.6325
loss: 0.6607, acc: 0.6550, test_acc: 0.7560, f1: 0.6338
loss: 0.7884, acc: 0.6562, test_acc: 0.7596, f1: 0.6299
loss: 0.8226, acc: 0.6551, test_acc: 0.7560, f1: 0.6326
loss: 0.8360, acc: 0.6518, test_acc: 0.7498, f1: 0.6463
loss: 1.0919, acc: 0.6466, test_acc: 0.7435, f1: 0.6411
loss: 0.6906, acc: 0.6500, test_acc: 0.7542, f1: 0.6394
>> saved: ./state_dict/gnn-transformer_restaurant_acc_0.7694_f1_0.6358
loss: 0.6818, acc: 0.6573, test_acc: 0.7694, f1: 0.6358
loss: 1.0109, acc: 0.6621, test_acc: 0.7659, f1: 0.6224
loss: 1.0531, acc: 0.6591, test_acc: 0.7444, f1: 0.6021
loss: 1.0522, acc: 0.6526, test_acc: 0.7176, f1: 0.5839
loss: 0.9582, acc: 0.6464, test_acc: 0.7337, f1: 0.5934
loss: 0.7412, acc: 0.6510, test_acc: 0.7498, f1: 0.6102
loss: 0.9105, acc: 0.6520, test_acc: 0.7605, f1: 0.6248
loss: 0.6572, acc: 0.6562, test_acc: 0.7551, f1: 0.6190
loss: 0.7457, acc: 0.6571, test_acc: 0.7471, f1: 0.6040
loss: 0.9165, acc: 0.6562, test_acc: 0.7480, f1: 0.6030
loss: 1.0085, acc: 0.6555, test_acc: 0.7498, f1: 0.6076
loss: 0.9075, acc: 0.6518, test_acc: 0.7364, f1: 0.6075
loss: 0.8422, acc: 0.6497, test_acc: 0.7391, f1: 0.6261
loss: 0.9545, acc: 0.6449, test_acc: 0.7292, f1: 0.6293
loss: 1.2717, acc: 0.6389, test_acc: 0.7346, f1: 0.6336
>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>
epoch: 31
loss: 0.8952, acc: 0.5625, test_acc: 0.7426, f1: 0.6353
loss: 0.7874, acc: 0.6250, test_acc: 0.7498, f1: 0.6391
loss: 0.7034, acc: 0.6667, test_acc: 0.7534, f1: 0.6364
loss: 0.8147, acc: 0.6406, test_acc: 0.7498, f1: 0.6363
loss: 0.9850, acc: 0.6375, test_acc: 0.7283, f1: 0.6174
loss: 0.7989, acc: 0.6354, test_acc: 0.7230, f1: 0.6169
loss: 0.7703, acc: 0.6250, test_acc: 0.7355, f1: 0.6259
loss: 1.2490, acc: 0.6094, test_acc: 0.7560, f1: 0.6376
loss: 0.7739, acc: 0.6111, test_acc: 0.7668, f1: 0.6404
>> saved: ./state_dict/gnn-transformer_restaurant_acc_0.7730_f1_0.6370
loss: 1.1725, acc: 0.6188, test_acc: 0.7730, f1: 0.6370
loss: 1.1445, acc: 0.6136, test_acc: 0.7676, f1: 0.6368
loss: 0.7427, acc: 0.6302, test_acc: 0.7283, f1: 0.6070
loss: 1.0124, acc: 0.6202, test_acc: 0.6971, f1: 0.5755
loss: 0.6935, acc: 0.6250, test_acc: 0.7078, f1: 0.5747
loss: 0.7471, acc: 0.6375, test_acc: 0.7185, f1: 0.5796
loss: 0.5963, acc: 0.6484, test_acc: 0.7516, f1: 0.6058
loss: 0.9836, acc: 0.6434, test_acc: 0.7551, f1: 0.6073
loss: 1.0043, acc: 0.6285, test_acc: 0.7587, f1: 0.6274
loss: 1.2478, acc: 0.6217, test_acc: 0.7614, f1: 0.6418
loss: 0.5823, acc: 0.6344, test_acc: 0.7542, f1: 0.6387
loss: 0.7211, acc: 0.6429, test_acc: 0.7551, f1: 0.6450
loss: 0.8062, acc: 0.6477, test_acc: 0.7498, f1: 0.6403
loss: 0.7067, acc: 0.6549, test_acc: 0.7283, f1: 0.6242
loss: 0.8357, acc: 0.6510, test_acc: 0.7265, f1: 0.6245
loss: 0.7261, acc: 0.6550, test_acc: 0.7498, f1: 0.6387
loss: 0.6168, acc: 0.6635, test_acc: 0.7676, f1: 0.6494
>> saved: ./state_dict/gnn-transformer_restaurant_acc_0.7739_f1_0.6461
loss: 0.8436, acc: 0.6667, test_acc: 0.7739, f1: 0.6461
loss: 0.5902, acc: 0.6741, test_acc: 0.7703, f1: 0.6468
loss: 1.0519, acc: 0.6789, test_acc: 0.7641, f1: 0.6455
loss: 1.0592, acc: 0.6750, test_acc: 0.7507, f1: 0.6379
loss: 0.7300, acc: 0.6734, test_acc: 0.7292, f1: 0.6259
loss: 0.8355, acc: 0.6738, test_acc: 0.7310, f1: 0.6285
loss: 1.0570, acc: 0.6705, test_acc: 0.7426, f1: 0.6358
loss: 0.6833, acc: 0.6746, test_acc: 0.7668, f1: 0.6514
loss: 0.7398, acc: 0.6732, test_acc: 0.7703, f1: 0.6467
loss: 1.0921, acc: 0.6719, test_acc: 0.7685, f1: 0.6516
loss: 0.8326, acc: 0.6706, test_acc: 0.7382, f1: 0.6265
loss: 0.6282, acc: 0.6711, test_acc: 0.7319, f1: 0.6167
loss: 0.5359, acc: 0.6763, test_acc: 0.7462, f1: 0.6278
loss: 0.6874, acc: 0.6766, test_acc: 0.7739, f1: 0.6511
>> saved: ./state_dict/gnn-transformer_restaurant_acc_0.7793_f1_0.6592
loss: 0.5263, acc: 0.6784, test_acc: 0.7793, f1: 0.6592
loss: 1.0610, acc: 0.6756, test_acc: 0.7757, f1: 0.6530
loss: 0.8051, acc: 0.6759, test_acc: 0.7748, f1: 0.6442
loss: 0.4952, acc: 0.6776, test_acc: 0.7641, f1: 0.6443
loss: 0.7274, acc: 0.6778, test_acc: 0.7641, f1: 0.6463
>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>
epoch: 32
loss: 0.7134, acc: 0.7500, test_acc: 0.7676, f1: 0.6429
loss: 0.7341, acc: 0.7812, test_acc: 0.7730, f1: 0.6442
loss: 1.1445, acc: 0.7292, test_acc: 0.7730, f1: 0.6432
loss: 0.8928, acc: 0.7031, test_acc: 0.7730, f1: 0.6404
loss: 0.7175, acc: 0.7250, test_acc: 0.7712, f1: 0.6382
loss: 0.7915, acc: 0.7188, test_acc: 0.7668, f1: 0.6369
loss: 0.8226, acc: 0.7232, test_acc: 0.7587, f1: 0.6218
loss: 0.9011, acc: 0.7109, test_acc: 0.7703, f1: 0.6350
loss: 0.6727, acc: 0.7292, test_acc: 0.7730, f1: 0.6414
loss: 0.9492, acc: 0.7250, test_acc: 0.7703, f1: 0.6396
loss: 1.0100, acc: 0.7102, test_acc: 0.7659, f1: 0.6309
loss: 1.1677, acc: 0.6927, test_acc: 0.7712, f1: 0.6341
loss: 0.7304, acc: 0.6779, test_acc: 0.7793, f1: 0.6415
loss: 0.9013, acc: 0.6741, test_acc: 0.7739, f1: 0.6421
loss: 0.8117, acc: 0.6708, test_acc: 0.7605, f1: 0.6460
loss: 0.9501, acc: 0.6680, test_acc: 0.7659, f1: 0.6548
loss: 0.9096, acc: 0.6691, test_acc: 0.7703, f1: 0.6510
loss: 1.1513, acc: 0.6667, test_acc: 0.7712, f1: 0.6586
loss: 0.6725, acc: 0.6678, test_acc: 0.7453, f1: 0.6375
loss: 0.7872, acc: 0.6719, test_acc: 0.7373, f1: 0.6309
loss: 0.7424, acc: 0.6786, test_acc: 0.7426, f1: 0.6242
loss: 0.9161, acc: 0.6705, test_acc: 0.7632, f1: 0.6272
loss: 0.9750, acc: 0.6685, test_acc: 0.7676, f1: 0.6276
loss: 0.6685, acc: 0.6719, test_acc: 0.7721, f1: 0.6347
loss: 0.8642, acc: 0.6750, test_acc: 0.7775, f1: 0.6398
loss: 0.8428, acc: 0.6755, test_acc: 0.7712, f1: 0.6378
loss: 0.8922, acc: 0.6759, test_acc: 0.7694, f1: 0.6477
loss: 0.9290, acc: 0.6741, test_acc: 0.7676, f1: 0.6530
loss: 0.8624, acc: 0.6746, test_acc: 0.7739, f1: 0.6633
loss: 0.9194, acc: 0.6708, test_acc: 0.7775, f1: 0.6635
loss: 0.8854, acc: 0.6734, test_acc: 0.7730, f1: 0.6571
loss: 0.7586, acc: 0.6758, test_acc: 0.7632, f1: 0.6578
loss: 1.0196, acc: 0.6705, test_acc: 0.7516, f1: 0.6545
loss: 0.9511, acc: 0.6691, test_acc: 0.7310, f1: 0.6385
loss: 0.8165, acc: 0.6714, test_acc: 0.7391, f1: 0.6433
loss: 0.7277, acc: 0.6701, test_acc: 0.7632, f1: 0.6568
loss: 0.7053, acc: 0.6740, test_acc: 0.7694, f1: 0.6563
loss: 0.7383, acc: 0.6760, test_acc: 0.7676, f1: 0.6547
loss: 1.0135, acc: 0.6683, test_acc: 0.7668, f1: 0.6580
loss: 0.9935, acc: 0.6641, test_acc: 0.7641, f1: 0.6515
loss: 0.9651, acc: 0.6616, test_acc: 0.7551, f1: 0.6500
loss: 0.8520, acc: 0.6577, test_acc: 0.7417, f1: 0.6446
loss: 0.9989, acc: 0.6555, test_acc: 0.7391, f1: 0.6424
loss: 0.6494, acc: 0.6591, test_acc: 0.7480, f1: 0.6447
loss: 0.6887, acc: 0.6611, test_acc: 0.7659, f1: 0.6548
>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>
epoch: 33
loss: 0.5392, acc: 0.8125, test_acc: 0.7748, f1: 0.6510
loss: 1.3475, acc: 0.5938, test_acc: 0.7739, f1: 0.6415
loss: 0.6157, acc: 0.6667, test_acc: 0.7676, f1: 0.6329
loss: 0.7791, acc: 0.6719, test_acc: 0.7703, f1: 0.6383
loss: 0.8157, acc: 0.6375, test_acc: 0.7685, f1: 0.6317
loss: 0.6138, acc: 0.6562, test_acc: 0.7712, f1: 0.6307
loss: 1.1940, acc: 0.6250, test_acc: 0.7766, f1: 0.6341
loss: 0.5294, acc: 0.6562, test_acc: 0.7793, f1: 0.6373
>> saved: ./state_dict/gnn-transformer_restaurant_acc_0.7802_f1_0.6368
loss: 0.8420, acc: 0.6597, test_acc: 0.7802, f1: 0.6368
loss: 0.8374, acc: 0.6562, test_acc: 0.7802, f1: 0.6363
>> saved: ./state_dict/gnn-transformer_restaurant_acc_0.7828_f1_0.6463
loss: 0.7495, acc: 0.6818, test_acc: 0.7828, f1: 0.6463
loss: 0.6084, acc: 0.6927, test_acc: 0.7793, f1: 0.6495
loss: 0.8494, acc: 0.6923, test_acc: 0.7712, f1: 0.6497
loss: 0.4344, acc: 0.7054, test_acc: 0.7659, f1: 0.6371
loss: 0.9649, acc: 0.7000, test_acc: 0.7659, f1: 0.6371
loss: 0.8699, acc: 0.6953, test_acc: 0.7641, f1: 0.6462
loss: 0.6995, acc: 0.6912, test_acc: 0.7614, f1: 0.6475
loss: 0.8753, acc: 0.6840, test_acc: 0.7596, f1: 0.6525
loss: 0.7679, acc: 0.6809, test_acc: 0.7676, f1: 0.6671
loss: 0.8204, acc: 0.6781, test_acc: 0.7614, f1: 0.6542
loss: 0.7194, acc: 0.6845, test_acc: 0.7676, f1: 0.6589
loss: 0.7979, acc: 0.6818, test_acc: 0.7676, f1: 0.6598
loss: 0.7362, acc: 0.6793, test_acc: 0.7668, f1: 0.6676
loss: 0.9659, acc: 0.6771, test_acc: 0.7641, f1: 0.6684
loss: 0.6428, acc: 0.6800, test_acc: 0.7605, f1: 0.6541
loss: 0.8157, acc: 0.6779, test_acc: 0.7623, f1: 0.6435
loss: 0.9297, acc: 0.6736, test_acc: 0.7632, f1: 0.6403
loss: 0.4391, acc: 0.6808, test_acc: 0.7614, f1: 0.6414
loss: 0.7901, acc: 0.6789, test_acc: 0.7623, f1: 0.6412
loss: 0.7985, acc: 0.6813, test_acc: 0.7676, f1: 0.6468
loss: 1.0673, acc: 0.6855, test_acc: 0.7712, f1: 0.6509
loss: 0.7224, acc: 0.6875, test_acc: 0.7703, f1: 0.6397
loss: 0.8035, acc: 0.6875, test_acc: 0.7694, f1: 0.6392
loss: 0.9925, acc: 0.6783, test_acc: 0.7703, f1: 0.6469
loss: 0.9944, acc: 0.6732, test_acc: 0.7605, f1: 0.6438
loss: 1.1712, acc: 0.6615, test_acc: 0.7551, f1: 0.6505
loss: 0.7540, acc: 0.6605, test_acc: 0.7480, f1: 0.6521
loss: 0.9120, acc: 0.6612, test_acc: 0.7516, f1: 0.6608
loss: 0.7755, acc: 0.6619, test_acc: 0.7516, f1: 0.6500
loss: 0.8759, acc: 0.6625, test_acc: 0.7659, f1: 0.6480
loss: 0.7371, acc: 0.6631, test_acc: 0.7703, f1: 0.6544
loss: 0.9144, acc: 0.6637, test_acc: 0.7596, f1: 0.6421
loss: 0.7522, acc: 0.6672, test_acc: 0.7569, f1: 0.6426
loss: 1.0783, acc: 0.6648, test_acc: 0.7587, f1: 0.6501
loss: 0.8205, acc: 0.6653, test_acc: 0.7569, f1: 0.6502
>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>
epoch: 34
loss: 0.7649, acc: 0.6875, test_acc: 0.7578, f1: 0.6446
loss: 0.6621, acc: 0.7812, test_acc: 0.7668, f1: 0.6544
loss: 0.4929, acc: 0.8333, test_acc: 0.7748, f1: 0.6694
loss: 0.6818, acc: 0.7969, test_acc: 0.7703, f1: 0.6672
loss: 0.7907, acc: 0.7750, test_acc: 0.7668, f1: 0.6659
loss: 0.8757, acc: 0.7604, test_acc: 0.7676, f1: 0.6689
loss: 1.0561, acc: 0.7143, test_acc: 0.7739, f1: 0.6727
loss: 0.9373, acc: 0.7109, test_acc: 0.7721, f1: 0.6566
loss: 0.9388, acc: 0.7083, test_acc: 0.7739, f1: 0.6524
loss: 0.9512, acc: 0.6750, test_acc: 0.7730, f1: 0.6560
loss: 1.0795, acc: 0.6534, test_acc: 0.7605, f1: 0.6404
loss: 1.0094, acc: 0.6458, test_acc: 0.7587, f1: 0.6374
loss: 0.6563, acc: 0.6635, test_acc: 0.7605, f1: 0.6393
loss: 0.9488, acc: 0.6518, test_acc: 0.7587, f1: 0.6380
loss: 0.5848, acc: 0.6583, test_acc: 0.7569, f1: 0.6395
loss: 1.1620, acc: 0.6562, test_acc: 0.7569, f1: 0.6390
loss: 0.9228, acc: 0.6581, test_acc: 0.7641, f1: 0.6479
loss: 0.9494, acc: 0.6562, test_acc: 0.7641, f1: 0.6467
loss: 0.9423, acc: 0.6513, test_acc: 0.7650, f1: 0.6459
loss: 1.1479, acc: 0.6438, test_acc: 0.7730, f1: 0.6461
loss: 0.8437, acc: 0.6458, test_acc: 0.7712, f1: 0.6486
loss: 0.7886, acc: 0.6477, test_acc: 0.7641, f1: 0.6419
loss: 0.9863, acc: 0.6386, test_acc: 0.7712, f1: 0.6514
loss: 0.7887, acc: 0.6432, test_acc: 0.7730, f1: 0.6499
loss: 0.7692, acc: 0.6500, test_acc: 0.7739, f1: 0.6510
loss: 0.4530, acc: 0.6611, test_acc: 0.7730, f1: 0.6408
loss: 0.6514, acc: 0.6667, test_acc: 0.7748, f1: 0.6436
loss: 0.9312, acc: 0.6674, test_acc: 0.7730, f1: 0.6434
loss: 0.9423, acc: 0.6681, test_acc: 0.7721, f1: 0.6462
loss: 0.6189, acc: 0.6708, test_acc: 0.7766, f1: 0.6572
loss: 1.0493, acc: 0.6673, test_acc: 0.7748, f1: 0.6533
loss: 0.5329, acc: 0.6719, test_acc: 0.7775, f1: 0.6584
loss: 0.7632, acc: 0.6742, test_acc: 0.7685, f1: 0.6510
loss: 0.6990, acc: 0.6783, test_acc: 0.7623, f1: 0.6557
loss: 1.0595, acc: 0.6714, test_acc: 0.7605, f1: 0.6580
loss: 0.9639, acc: 0.6701, test_acc: 0.7650, f1: 0.6587
loss: 0.5624, acc: 0.6740, test_acc: 0.7703, f1: 0.6551
loss: 0.9382, acc: 0.6727, test_acc: 0.7730, f1: 0.6546
loss: 0.6988, acc: 0.6747, test_acc: 0.7703, f1: 0.6570
loss: 0.9257, acc: 0.6750, test_acc: 0.7650, f1: 0.6525
loss: 0.8187, acc: 0.6707, test_acc: 0.7659, f1: 0.6591
loss: 1.1441, acc: 0.6682, test_acc: 0.7739, f1: 0.6544
